latitude,longitude,temperature,humidity,wind_speed,fire_event,NO2,PM2.5
18.861663446573512,79.41543008804582,23.077428646334447,49.973619498324275,10.949974664849556,0,18.635035498756178,10.57536807481124
35.57071488588757,81.72963412187562,21.651923368099112,69.73974180100754,2.7676799339806735,0,10.370865108405267,18.5503767015758
29.227824312530746,92.78187440286322,16.165386937600104,55.01334245250665,5.199595415548293,0,8.281556296966487,7.553827853768723
25.361096041714063,77.86012719573688,31.25433345355208,16.66420664894371,9.949209552867273,0,30.647911033275903,42.91588923449352
12.52454057283066,93.21984085955296,26.68184561780201,24.84641894268443,7.231340167867199,0,22.315064327575577,42.40314216697632
12.523841089749876,70.55589849832405,40.29953473134013,27.54625472247353,11.078565579523406,1,37.98400792527376,54.875921680591794
9.684424752877785,90.52715467905028,11.12383531687204,30.62914029158759,14.418118518342895,0,14.692425557370987,32.93500715008727
33.11910822747312,92.57888135858735,32.53537746442942,55.23227135604034,1.7482003157279624,0,19.100891521723394,22.19938528879125
25.432335340553056,73.27271193228282,36.703210747904635,50.31726238603148,10.643515745970914,0,23.43255318988193,36.09805303144719
28.53410475608532,80.48004943879381,36.582029921590745,26.252803069136714,3.455162334481718,1,44.99706817687101,47.31459646509006
8.59695033457827,72.79949346524602,41.01258884834338,15.404387476454966,6.217150911113539,1,43.39265776853098,70.66371136118771
36.12738571269784,88.49151974083232,35.516180999032294,23.714576357977446,0.49294088692709737,1,41.627977224497016,62.95581073428343
32.140836583212234,83.52508527378805,42.47335215766937,88.75050500948826,2.0386107343904842,0,15.2016631457073,23.262314751552413
14.157834209670009,86.42437705454131,21.6429809937312,47.48375598331778,4.796659335733495,0,13.533222264539942,21.239297246614928
13.272924049005919,73.69812204173013,27.612329586304007,79.387640376169,5.129787079319774,0,10.358576611334032,4.998337237318022
13.31873078574958,74.14062999952017,10.492788214901173,77.90019733350746,13.493778246931436,0,6.889941983284917,2.4011117890015155
16.823025045826594,69.20342243978729,10.243515555615193,50.9215645970299,11.127193638997726,0,10.777819483115627,23.549633724794013
